0005-6818,0005-6818,1.0
0005-6818,0073-0001,0.7668016476787545
0005-6944,0005-6944,1.0
0005-6944,0005-6946,0.8361042693118007
0005-7282,0005-7282,1.0
0005-7282,0005-1745,0.620630791526489
0005-7780,0005-7780,1.0
0005-7780,0006-6841,0.673775842619528
0005-8049,0005-8049,1.0
0005-8049,0004-7124,0.7739795844662309
0006-1830,0006-1830,1.0
0006-1830,0006-3043,0.7356666457807582
0006-2524,0006-2524,1.0
0006-2524,0006-1456,0.7030229161137876
0006-2524,0006-3335,0.6269789816505486
0006-2524,0009-0061,0.6408802039514129
0006-2524,0009-0126,0.7486725612574348
0006-2867,0006-2867,1.0
0006-2867,0005-7939,0.8636687798699985
0006-2926,0006-2926,1.0
0006-2926,0009-0086,0.6824964965046124
0006-3242,0006-3242,1.0
0006-3242,0006-3126,0.6608156495429623
0006-3310,0006-3310,1.0
0006-3310,0009-0134,0.6584181158580692
0006-3481,0006-3481,1.0
0006-3481,0030-0094,0.6285205489613306
0006-7102,0006-7102,1.0
0006-7102,0026-0025,0.7731851193239043
0006-7102,0026-0013,0.6688616203359877
0006-7144,0006-7144,1.0
0006-7144,0006-3467,0.7029996072833874
0008-0002,0008-0002,1.0
0008-0002,0083-0005,0.9613626242559103
0009-0001,0009-0001,1.0
0009-0001,0009-0101,0.7757489922025718
0010-1434,0010-1434,1.0
0010-1434,0010-2511,0.6201175992805692
0010-2694,0010-2694,1.0
0010-2694,0010-2636,0.7616225622250847
0010-2859,0010-2859,1.0
0010-2859,0010-2888,0.74429079582193
0010-2973,0010-2973,1.0
0010-2973,0010-3033,0.6328864993611454
0010-3006,0010-3006,1.0
0010-3006,0005-7841,0.6020529365673556
0010-3019,0010-3019,1.0
0010-3019,0010-3027,0.7968229490471291
0016-0110,0016-0110,1.0
0016-0110,0016-0119,0.864223852200263
0021-0004,0021-0004,1.0
0021-0004,0055-0005,0.627053173009173
0026-0025,0026-0025,1.0
0026-0025,0026-0013,0.6050370702176744
0030-0094,0030-0094,1.0
0030-0094,0077-0001,0.6033452024163348
0055-0001,0055-0001,1.0
0055-0001,0055-0008,0.8722393234206129
0077-0001,0077-0001,1.0
0077-0001,0083-0002,0.6938941117513356
0102-0073,0102-0073,1.0
0102-0073,0102-0100,0.6769735328167098
0102-0073,0102-0101,0.8774462190249593
0105-0305,0105-0305,1.0
0105-0305,0010-2931,0.6707877368393073
0105-0325,0105-0325,1.0
0105-0325,0105-1449,0.6863207376400703
0105-0415,0105-0415,1.0
0105-0415,0010-2755,0.6289143384644327
0105-0566,0105-0566,1.0
0105-0566,0010-0145,0.6292481027971937
0105-0633,0105-0633,1.0
0105-0633,0010-0762,0.7029845811901174
0105-0690,0105-0690,1.0
0105-0690,0005-6900,0.6320477677823423
0105-1213,0105-1213,1.0
0105-1213,0105-1309,0.7163362718796599
0106-0150,0106-0150,1.0
0106-0150,0106-0308,0.7599577169330347
0113-0111,0113-0111,1.0
0113-0111,0113-0106,0.7766100817041615
0120-0040,0120-0040,1.0
0120-0040,0011-3322,0.7170077153115171
0900-0815,0900-0815,1.0
0900-0815,0900-1222,0.633591801605228
0900-1076,0900-1076,1.0
0900-1076,0900-1377,0.6059273898380722
0001-0203,0001-0203,1.0
0001-0203,0001-9563,0.6051751483939177
0001-0995,0001-0995,1.0
0001-0995,0005-6777,0.6830110283913076
0001-1070,0001-1070,1.0
0001-1070,0003-7514,0.6210918737794445
0001-1147,0001-1147,1.0
0001-1147,0001-7910,0.6148337641635797
0001-1258,0001-1258,1.0
0001-1258,0001-1269,0.6069589335951671
0001-1321,0001-1321,1.0
0001-1321,0003-7303,0.6894846163061079
0001-1359,0001-1359,1.0
0001-1359,0001-8628,0.74797007134383
0001-1542,0001-1542,1.0
0001-1542,0006-3023,0.6885814745838625
0001-2120,0001-2120,1.0
0001-2120,0001-9250,0.6275882031480084
0001-2120,0006-3241,0.7032687520607471
0001-5492,0001-5492,1.0
0001-5492,0002-4816,0.6360270732540427
0001-6221,0001-6221,1.0
0001-6221,0003-8035,0.6971176835473959
0001-6221,0005-7799,0.6538115198333955
0001-6501,0001-6501,1.0
0001-6501,0003-6520,0.6349596064928652
0001-6994,0001-6994,1.0
0001-6994,0001-9479,0.6497010466055265
0001-7322,0001-7322,1.0
0001-7322,0001-9061,0.755960481058264
0001-7415,0001-7415,1.0
0001-7415,0001-8865,0.6089284091234927
0001-7941,0001-7941,1.0
0001-7941,0005-7839,0.718613332347746
0001-8204,0001-8204,1.0
0001-8204,0001-9866,0.7365617389777113
0001-8536,0001-8536,1.0
0001-8536,0001-9257,0.7049912088674921
0001-9082,0001-9082,1.0
0001-9082,0006-2463,0.623415473309371
0001-9199,0001-9199,1.0
0001-9199,0003-9580,0.6359441430073827
0001-9227,0001-9227,1.0
0001-9227,0003-9114,0.8671196691713023
0001-9250,0001-9250,1.0
0001-9250,0006-3241,0.6464522109819731
0001-9513,0001-9513,1.0
0001-9513,0001-9536,0.623129203226851
0001-9672,0001-9672,1.0
0001-9672,0003-8035,0.6161882580644755
0001-9762,0001-9762,1.0
0001-9762,0003-5944,0.6480798899956394
0001-9822,0001-9822,1.0
0001-9822,0003-9972,0.6827077329054944
0002-0803,0002-0803,1.0
0002-0803,0002-6171,0.6411205864326451
0002-1216,0002-1216,1.0
0002-1216,0005-7132,0.663990332615606
0002-1735,0002-1735,1.0
0002-1735,0006-3436,0.6095605290557946
0002-2227,0002-2227,1.0
0002-2227,0010-1170,0.6190035556622807
0002-2290,0002-2290,1.0
0002-2290,0005-6876,0.7571125486374839
0002-3133,0002-3133,1.0
0002-3133,0005-7633,0.6509048069928236
0002-3727,0002-3727,1.0
0002-3727,0003-6677,0.6496342185757096
0002-3903,0002-3903,1.0
0002-3903,0002-8502,0.7207510424810216
0002-3918,0002-3918,1.0
0002-3918,0002-8100,0.6222114916610973
0002-4262,0002-4262,1.0
0002-4262,0002-9697,0.640082540671638
0002-5490,0002-5490,1.0
0002-5490,0003-9873,0.6435887323679963
0002-6153,0002-6153,1.0
0002-6153,0002-9975,0.6771367896131408
0002-6218,0002-6218,1.0
0002-6218,0002-6533,0.6702581289747267
0002-6475,0002-6475,1.0
0002-6475,0002-8325,0.6010951507270792
0002-6843,0002-6843,1.0
0002-6843,0005-7420,0.6045593177618945
0002-6912,0002-6912,1.0
0002-6912,0002-7304,0.7180430529505327
0002-7304,0002-7304,1.0
0002-7304,0005-7344,0.6598155861009182
0002-7382,0002-7382,1.0
0002-7382,0006-3447,0.7238601588824067
0002-7928,0002-7928,1.0
0002-7928,0005-7604,0.6912825423546544
0002-7985,0002-7985,1.0
0002-7985,0005-7136,0.8021452177914437
0002-8048,0002-8048,1.0
0002-8048,0005-7781,0.6075701774609039
0002-8091,0002-8091,1.0
0002-8091,0003-9963,0.8353193422636188
0002-8097,0002-8097,1.0
0002-8097,0003-9372,0.646495411503505
0002-8218,0002-8218,1.0
0002-8218,0002-9049,0.8055222174452182
0002-8346,0002-8346,1.0
0002-8346,0003-8540,0.7389461143335925
0002-8430,0002-8430,1.0
0002-8430,0005-4367,0.6174391459598872
0002-8462,0002-8462,1.0
0002-8462,0002-8580,0.6901431061412359
0002-8621,0002-8621,1.0
0002-8621,0005-6604,0.615831169345611
0002-8720,0002-8720,1.0
0002-8720,0004-6861,0.7456240622612481
0002-8908,0002-8908,1.0
0002-8908,0003-7916,0.8090760097416044
0002-9000,0002-9000,1.0
0002-9000,0002-9308,0.7897271252658973
0002-9166,0002-9166,1.0
0002-9166,0005-7521,0.8431596257895597
0002-9174,0002-9174,1.0
0002-9174,0005-6687,0.9034367192058798
0002-9305,0002-9305,1.0
0002-9305,0003-7290,0.6293308444166287
0002-9314,0002-9314,1.0
0002-9314,0010-2004,0.7902480313971112
0002-9493,0002-9493,1.0
0002-9493,0005-7690,0.619003040855602
0002-9625,0002-9625,1.0
0002-9625,0003-7283,0.6198200354408195
0002-9898,0002-9898,1.0
0002-9898,0005-7841,0.6437991730924667
0003-0074,0003-0074,1.0
0003-0074,0003-8371,0.7235359222339602
0003-0225,0003-0225,1.0
0003-0225,0003-6096,0.783260958887717
0003-0631,0003-0631,1.0
0003-0631,0003-4830,0.7597710545642018
0003-0847,0003-0847,1.0
0003-0847,0003-5462,0.9082403402039754
0003-3742,0003-3742,1.0
0003-3742,0003-5449,0.6358766851846441
0003-4420,0003-4420,1.0
0003-4420,0003-6987,0.7236677694265927
0003-4453,0003-4453,1.0
0003-4453,0003-5265,0.6700568164031041
0003-4982,0003-4982,1.0
0003-4982,0003-7312,0.6093716710263258
0003-5010,0003-5010,1.0
0003-5010,0003-5644,0.6433274257237914
0003-5192,0003-5192,1.0
0003-5192,0005-7947,0.8473989557498935
0003-5221,0003-5221,1.0
0003-5221,0003-5975,0.6659846599225451
0003-5405,0003-5405,1.0
0003-5405,0005-6712,0.9250922715875693
0003-5439,0003-5439,1.0
0003-5439,0003-6480,0.7842103575737349
0003-5756,0003-5756,1.0
0003-5756,0003-8474,0.8054234774189684
0003-5918,0003-5918,1.0
0003-5918,0005-6643,0.6259036977739473
0003-6045,0003-6045,1.0
0003-6045,0003-9689,0.7057220497886286
0003-6253,0003-6253,1.0
0003-6253,0003-8861,0.7575625374163563
0003-6414,0003-6414,1.0
0003-6414,0005-6478,0.6292490267294545
0003-6442,0003-6442,1.0
0003-6442,0005-7172,0.7105008350203302
0003-6445,0003-6445,1.0
0003-6445,0005-7475,0.8750721088678555
0003-6470,0003-6470,1.0
0003-6470,0003-6729,0.7798529610798206
0003-6536,0003-6536,1.0
0003-6536,0003-6546,0.6477908483227668
0003-6542,0003-6542,1.0
0003-6542,0003-9467,0.7133837304186013
0003-6555,0003-6555,1.0
0003-6555,0004-7379,0.7301266335012734
0003-6563,0003-6563,1.0
0003-6563,0004-8263,0.6180836811634168
0003-6603,0003-6603,1.0
0003-6603,0005-6855,0.7474683993595975
0003-6631,0003-6631,1.0
0003-6631,0006-3404,0.6592381757338179
0003-6646,0003-6646,1.0
0003-6646,0003-9611,0.7175116226275708
0003-6653,0003-6653,1.0
0003-6653,0005-7959,0.6859923870388072
0003-6656,0003-6656,1.0
0003-6656,0005-6982,0.7125183515796524
0003-6662,0003-6662,1.0
0003-6662,0005-6918,0.6485847755419364
0003-6667,0003-6667,1.0
0003-6667,0004-3686,0.8460623052815809
0003-6877,0003-6877,1.0
0003-6877,0005-6699,0.6057423654273851
0003-6954,0003-6954,1.0
0003-6954,0005-6865,0.664985678295893
0003-7336,0003-7336,1.0
0003-7336,0004-6324,0.6024115959206359
0003-7373,0003-7373,1.0
0003-7373,0003-8133,0.6393643664449498
0003-7423,0003-7423,1.0
0003-7423,0003-7952,0.6071956082925339
0003-7431,0003-7431,1.0
0003-7431,0005-8004,0.7687719223827988
0003-7434,0003-7434,1.0
0003-7434,0004-9255,0.8917676538996547
0003-7541,0003-7541,1.0
0003-7541,0003-9115,0.6308961388259298
0003-7554,0003-7554,1.0
0003-7554,0005-6676,0.758382458225417
0003-7572,0003-7572,1.0
0003-7572,0005-7249,0.6751749723172912
0003-7759,0003-7759,1.0
0003-7759,0005-7693,0.7327784728990644
0003-7856,0003-7856,1.0
0003-7856,0005-6357,0.6788928748245054
0003-7901,0003-7901,1.0
0003-7901,0003-8633,0.7471636604643422
0003-7919,0003-7919,1.0
0003-7919,0003-9421,0.6026745223464849
0003-7988,0003-7988,1.0
0003-7988,0004-7794,0.8505201901334108
0003-8035,0003-8035,1.0
0003-8035,0005-7799,0.6327214688846353
0003-8166,0003-8166,1.0
0003-8166,0005-6114,0.7116627832683909
0003-8339,0003-8339,1.0
0003-8339,0005-7308,0.6062953931750783
0003-9101,0003-9101,1.0
0003-9101,0004-1633,0.7238707572745126
0003-9172,0003-9172,1.0
0003-9172,0003-9343,0.6122526200207535
0003-9511,0003-9511,1.0
0003-9511,0004-9332,0.619345642160108
0003-9514,0003-9514,1.0
0003-9514,0005-6905,0.6084075067184491
0003-9530,0003-9530,1.0
0003-9530,0003-9840,0.6411181033658442
0004-0396,0004-0396,1.0
0004-0396,0004-5718,0.7145416836764136
0004-0475,0004-0475,1.0
0004-0475,0004-9153,0.7004594837012306
0004-4378,0004-4378,1.0
0004-4378,0004-8164,0.6674611938986341
0004-5568,0004-5568,1.0
0004-5568,0004-6946,0.6690472925568902
0004-5732,0004-5732,1.0
0004-5732,0004-9263,0.8576967988340666
0004-5765,0004-5765,1.0
0004-5765,0004-6624,0.6565837735985447
0004-6681,0004-6681,1.0
0004-6681,0004-6715,0.7189859087586317
0004-6847,0004-6847,1.0
0004-6847,0004-9188,0.6380513608514324
0004-6919,0004-6919,1.0
0004-6919,0004-6959,0.6790465727373088
0004-7330,0004-7330,1.0
0004-7330,0005-6569,0.7141372912734938
0004-7661,0004-7661,1.0
0004-7661,0004-9838,0.7713828755225252
0004-7846,0004-7846,1.0
0004-7846,0004-7888,0.8190847225834259
0004-7854,0004-7854,1.0
0004-7854,0005-8016,0.757406790597846
0004-7952,0004-7952,1.0
0004-7952,0005-7011,0.6000983566136113
0004-8105,0004-8105,1.0
0004-8105,0006-3018,0.7434328839980513
0004-8279,0004-8279,1.0
0004-8279,0004-8798,0.9699791920985009
0004-8382,0004-8382,1.0
0004-8382,0005-6803,0.6088765119233763
0004-8557,0004-8557,1.0
0004-8557,0005-7420,0.9152330804044128
0004-9135,0004-9135,1.0
0004-9135,0004-9614,0.6065096922552584
0005-1294,0005-1294,1.0
0005-1294,0005-4213,0.8580988018974454
0005-1386,0005-1386,1.0
0005-1386,0005-5889,0.6224884273310854
0005-3342,0005-3342,1.0
0005-3342,0005-5914,0.6324440758913071
0005-4003,0005-4003,1.0
0005-4003,0005-5611,0.6378247938035942
0005-4021,0005-4021,1.0
0005-4021,0005-4022,0.7481522727599038
0005-4021,0005-5920,0.6714893832488421
0005-4234,0005-4234,1.0
0005-4234,0005-4993,0.7967726466235251
0005-4324,0005-4324,1.0
0005-4324,0005-7231,0.6254102925336152
0005-4423,0005-4423,1.0
0005-4423,0005-5834,0.734068801416046
0005-4431,0005-4431,1.0
0005-4431,0006-3409,0.6331200617823773
0005-4496,0005-4496,1.0
0005-4496,0005-5850,0.6430828071146021
0005-4540,0005-4540,1.0
0005-4540,0005-5896,0.7947430194500841
0005-4711,0005-4711,1.0
0005-4711,0005-6728,0.6246363247011834
0005-4788,0005-4788,1.0
0005-4788,0005-7977,0.639910362171994
0005-4816,0005-4816,1.0
0005-4816,0005-7273,0.6131405309759149
0005-4929,0005-4929,1.0
0005-4929,0005-5075,0.7702854333998501
0005-5296,0005-5296,1.0
0005-5296,0005-7981,0.7320119564368162
0005-5377,0005-5377,1.0
0005-5377,0006-2621,0.6756654202869888
0005-5788,0005-5788,1.0
0005-5788,0005-7919,0.6474380201103465
0005-5846,0005-5846,1.0
0005-5846,0005-5847,0.6703099500942608
0005-5978,0005-5978,1.0
0005-5978,0005-7771,0.6393665804317824
0005-6021,0005-6021,1.0
0005-6021,0005-6022,0.628387401205747
0005-6403,0005-6403,1.0
0005-6403,0005-6754,0.6756226417045093
0005-6539,0005-6539,1.0
0005-6539,0005-7963,0.8225443285914813
0005-6665,0005-6665,1.0
0005-6665,0005-6974,0.8385806587181853
0005-6668,0005-6668,1.0
0005-6668,0005-8021,0.8394200947702222
0005-6789,0005-6789,1.0
0005-6789,0005-6792,0.768039763895479
0005-7060,0005-7060,1.0
0005-7060,0005-7418,0.6530504874956419
0005-7516,0005-7516,1.0
0005-7516,0005-7836,0.6338718512260815
0005-7783,0005-7783,1.0
0005-7783,0019-0049,0.7691277739366206
0005-7783,0019-0186,0.8804013808079654
0005-7966,0005-7966,1.0
0005-7966,0005-7998,0.7059126674267463
0006-0264,0006-0264,1.0
0006-0264,0006-3256,0.7667163987678755
0006-0587,0006-0587,1.0
0006-0587,0006-3304,0.6441248387655135
0006-1088,0006-1088,1.0
0006-1088,0006-7148,0.7390271093218904
0006-1517,0006-1517,1.0
0006-1517,0006-2527,0.6117488370836995
0006-1517,0009-0133,0.6079099349236912
0006-2464,0006-2464,1.0
0006-2464,0006-2936,0.6402152508578095
0006-2527,0006-2527,1.0
0006-2527,0009-0133,0.7020700546637646
0006-2546,0006-2546,1.0
0006-2546,0006-2667,0.7633420314905385
0006-2587,0006-2587,1.0
0006-2587,0006-2686,0.8399548412947136
0006-2677,0006-2677,1.0
0006-2677,0006-2936,0.6672184934241137
0006-2715,0006-2715,1.0
0006-2715,0006-3261,0.793247480722265
0006-2956,0006-2956,1.0
0006-2956,0022-0016,0.8281566823575492
0006-3229,0006-3229,1.0
0006-3229,0006-7146,0.6205558544094305
0006-6223,0006-6223,1.0
0006-6223,0009-0010,0.6280493034516875
0006-7031,0006-7031,1.0
0006-7031,0009-0041,0.657167216946924
0008-0014,0008-0014,1.0
0008-0014,0008-0021,0.6583745399755446
0009-0061,0009-0061,1.0
0009-0061,0009-0126,0.6023683949256782
0010-0156,0010-0156,1.0
0010-0156,0010-2538,0.6150557284113585
0010-0156,0105-1059,0.6418255085298216
0010-0157,0010-0157,1.0
0010-0157,0010-3227,0.7660399443453172
0010-0632,0010-0632,1.0
0010-0632,0105-1210,0.6103259676793092
0010-0996,0010-0996,1.0
0010-0996,0010-3097,0.8645949067512753
0010-1012,0010-1012,1.0
0010-1012,0105-1059,0.6056693962547923
0010-1097,0010-1097,1.0
0010-1097,0105-1443,0.6535264166839887
0010-1122,0010-1122,1.0
0010-1122,0011-3438,0.880111118006854
0010-1513,0010-1513,1.0
0010-1513,0105-1099,0.611135859597238
0010-2512,0010-2512,1.0
0010-2512,0105-0845,0.7896985565332042
0010-2512,0105-1380,0.6040382868672962
0010-2521,0010-2521,1.0
0010-2521,0105-0152,0.797923998687605
0010-2582,0010-2582,1.0
0010-2582,0011-0426,0.7338103845683912
0010-2582,0126-0003,0.775210463368452
0010-2583,0010-2583,1.0
0010-2583,0105-1380,0.6594396069834407
0010-2625,0010-2625,1.0
0010-2625,0105-0544,0.6716442008746512
0010-2638,0010-2638,1.0
0010-2638,0010-2640,0.6872989845470059
0010-2685,0010-2685,1.0
0010-2685,0116-0166,0.6040083775658217
0010-2691,0010-2691,1.0
0010-2691,0105-1308,0.6826052369495803
0010-2725,0010-2725,1.0
0010-2725,0010-3079,0.6910080130110947
0010-2855,0010-2855,1.0
0010-2855,0105-1393,0.6518360962320214
0010-2789,0010-2789,1.0
0010-2789,0010-2998,0.6649962168201763
0010-2793,0010-2793,1.0
0010-2793,0105-1424,0.6194748827491706
0010-2959,0010-2959,1.0
0010-2959,0105-1397,0.74713043541608
0010-2994,0010-2994,1.0
0010-2994,0105-1370,0.6359985059996756
0010-3039,0010-3039,1.0
0010-3039,0105-1198,0.7431205490743668
0010-3065,0010-3065,1.0
0010-3065,0105-1305,0.8483713207460005
0010-3086,0010-3086,1.0
0010-3086,0105-0319,0.6101826610923418
0010-3096,0010-3096,1.0
0010-3096,0105-1204,0.6114473568910073
0010-3096,0105-1344,0.6365989292748447
0010-3099,0010-3099,1.0
0010-3099,0105-1134,0.7542142451217096
0011-0203,0011-0203,1.0
0011-0203,0119-0372,0.6469221435230482
0011-0203,0119-0455,0.6393397788126886
0011-0406,0011-0406,1.0
0011-0406,0126-0011,0.6991889794493729
0011-0406,0126-0018,0.6850502633622821
0011-0426,0011-0426,1.0
0011-0426,0126-0003,0.72359990551635
0011-0474,0011-0474,1.0
0011-0474,0126-0113,0.7046083531967768
0011-1502,0011-1502,1.0
0011-1502,0105-0114,0.6057098035320486
0011-2593,0011-2593,1.0
0011-2593,0027-0024,0.6672419359965023
0011-3536,0011-3536,1.0
0011-3536,0105-0948,0.8406991322466734
0017-0040,0017-0040,1.0
0017-0040,0017-0045,0.6551808290664283
0019-0049,0019-0049,1.0
0019-0049,0019-0186,0.6976475460615362
0019-0130,0019-0130,1.0
0019-0130,0019-0175,0.6133225305190844
0026-0021,0026-0021,1.0
0026-0021,0026-0033,0.7658101078142024
0036-0001,0036-0001,1.0
0036-0001,0106-0304,0.6635881260374975
0036-0017,0036-0017,1.0
0036-0017,0107-0035,0.7548493881358249
0100-0029,0100-0029,1.0
0100-0029,0121-0023,0.632492592388721
0102-0002,0102-0002,1.0
0102-0002,0102-0049,0.6563347009020386
0102-0040,0102-0040,1.0
0102-0040,0102-0107,0.6536629729511534
0102-0082,0102-0082,1.0
0102-0082,0102-0108,0.8998964697971595
0102-0092,0102-0092,1.0
0102-0092,0102-0093,0.7659769598228741
0102-0100,0102-0100,1.0
0102-0100,0102-0101,0.6682786525341662
0104-0010,0104-0010,1.0
0104-0010,0104-0011,0.6220161294244038
0105-0184,0105-0184,1.0
0105-0184,0105-0602,0.6513520650795783
0105-0201,0105-0201,1.0
0105-0201,0105-1163,0.763226603332186
0105-0243,0105-0243,1.0
0105-0243,0105-0885,0.6950706958903519
0105-0304,0105-0304,1.0
0105-0304,0105-1262,0.7090890615600194
0105-0336,0105-0336,1.0
0105-0336,0105-1399,0.7790886096809707
0105-0581,0105-0581,1.0
0105-0581,0105-1433,0.703709775411439
0105-0644,0105-0644,1.0
0105-0644,0105-0785,0.7245711306675291
0105-0810,0105-0810,1.0
0105-0810,0119-0436,0.6187850685533424
0105-0946,0105-0946,1.0
0105-0946,0105-1321,0.82713914412882
0105-1403,0105-1403,1.0
0105-1403,0106-0318,0.7802426646921481
0106-0085,0106-0085,1.0
0106-0085,0106-0098,0.6799672499101969
0106-0178,0106-0178,1.0
0106-0178,0106-0230,0.7110454526308863
0106-0218,0106-0218,1.0
0106-0218,0106-0296,0.7096180677083973
0106-0238,0106-0238,1.0
0106-0238,0106-0289,0.8104400517005396
0106-0275,0106-0275,1.0
0106-0275,0106-0305,0.8473386776183862
0108-0032,0108-0032,1.0
0108-0032,0108-0040,0.6269633135935139
0108-0046,0108-0046,1.0
0108-0046,0108-0047,0.6095902441441897
0111-0090,0111-0090,1.0
0111-0090,0111-0099,0.6032391059282207
0113-0006,0113-0006,1.0
0113-0006,0113-0090,0.7013003250564087
0114-0021,0114-0021,1.0
0114-0021,0114-0046,0.6077249326288294
0114-0021,0114-0048,0.6846472468712926
